33.965	92.883	84.282	23.111	77.161	96.733	57.577	70.72	68.393	56.909	14.888	11.63	21.311	79.788	15.121	75.812	51.266	81.752	67.612	22.397	99.796	4.862	12.236	91.421	56.313	78.945	7.8	44.877	76.139	61.02	7.222	84.279	9.765	83.833	40.271	21.893	52.06	49.319	95.056	25.853	92.1	9.895	88.002	55.568	94.428	90.771	38.672	53.147	70.75	19.83	20.635	59.017	7.419	48.138	42.436	75.452	98.547	63.776	23.798	10.451	97.174	24.432	71.325	96.199	37.646	60.073	25.272	91.303	1.2	26.033	44.34	44.035	93.727	18.951	19.022	15.048	79.794	3.295	55.648	32.287	70.205	34.529	53.091	78.337	91.749	6.541	1.991	90.929	77.247	95.528	72.393	91.094	1.608	20.336	19.86	40.217	55.332	90.079	32.4	67.214	90.734	63.928	60.958	0.112	98.147	5.018	24.76	82.502	69.461	70.749	59.464	54.649	84.558	45.064	80.84	31.501	12.587	84.862	69.624	15.376	54.444	22.263	44.232	39.834	65.483	37.255	77.163	53.018	88.145	91.095	28.216	13.722	93.081	89.855	13.058	91.499	74.303	29.629	99.21	33.296	68.995	60.173	23.172	83.462	75.839	92.125	52.219	21.36	27.061	64.46	72.268	11.435	28.865	83.463	69.297	44.242	22.546	42.257	85.921	83.773	34.259	30.796	77.037	26.366	75.299	50.249	58.846	19.524	26.705	52.818	44.11	85.198	92.104	38.296	83.146	41.361	30.93	52.038	84.858	18.194	90.505	45.542	75.009	20.711	39.934	80.442	59.973	98.402	71.374	79.487	3.369	44.234	74.954	53.948	90.261	60.347	12.468	65.913	49.026	95.783
11.942	16.032	24.511	82.854	80.267	82.564	47.775	72.991	84.321	75.924	27.499	0.435	82.34	14.454	96.032	82.624	96.779	71.757	79.119	99.889	7.505	93.704	22.476	83.836	9.868	34.069	0.676	83.756	26.066	11.805	54.242	73.48	80.181	50.041	49.342	7.26	47.365	17.183	31.159	32.6	65.865	53.862	46.808	20.388	56.947	35.96	46.552	78.25	32.233	93.617	33.127	71.74	80.569	78.816	18.14	89.789	17.255	50.088	61.781	55.795	47.35	21.822	17.523	3.779	41.674	7.845	76.978	10.235	49.307	74.148	11.792	96.637	73.529	4.044	39.196	94.956	19.552	70.535	95.767	99.176	81.841	5.294	89.994	9.423	76.411	51.417	18.378	12.181	39.237	88.003	72.103	29.999	5.734	18.583	31.717	17.149	58.258	22.589	45.804	73.893	78.659	79.282	16.262	1.351	71.15	86.942	67.631	21.362	27.103	16.643	60.791	41.344	87.861	59.531	22.387	52.815	24.227	49.317	0.519	14.073	92.054	67.546	24.507	82.459	42.168	68.218	41.941	29.714	59.863	90.47	29.784	95.115	84.277	63.269	27.934	5.389	11.188	44.463	23.459	17.87	14.146	78.025	21.6	23.896	28.269	97.956	75.706	83.172	28.688	55.082	12.391	46.596	1.324	93.839	80.52	65.042	47.517	60.152	73.016	74.601	86.014	78.647	19.025	95.024	15.929	97.69	20.651	77.393	82.483	64.11	13.216	89.509	43.71	55.983	60.972	33.028	70.763	71.488	61.158	45.099	27.069	44.569	18.52	49.052	62.295	34.058	69.645	83.621	25.94	11.888	81.909	58.284	52.333	58.153	25.346	53.454	93.93	56.06	17.415	8.597
83.002	68.143	70.448	18.797	83.179	66.67	29.427	90.832	51.769	85.752	73.815	93.53	71.382	60.457	71.312	74.006	25.096	19.089	13.673	1.289	83.268	98.794	35.181	41.936	42.048	61.804	12.841	68.427	3.771	99.858	74.087	50.424	17.601	27.741	92.524	81.461	5.175	83.367	35.17	49.146	80.44	71.482	35.687	65.691	35.5	10.786	7.252	37.39	4.995	70.19	76.007	66.588	40.385	8.89	11.417	47.774	22.491	67.111	53.449	40.621	15.741	89.569	88.075	77.087	20.772	2.157	2.457	87.162	13.437	3.776	59.033	8.403	67.664	79.94	63.782	78.083	47.289	92.493	68.094	93.597	17.649	50.651	35.971	66.726	71.603	22.629	28.68	90.406	86.607	4.184	7.519	82.849	29.563	20.714	32.023	73.183	4.403	2.884	35.715	45.214	93.7	42.298	94.416	61.477	80.069	3.319	63.18	48.446	45.736	39.942	47.047	35.578	39.362	42.457	88.132	5.807	68.048	17.684	96.941	33.182	19.454	88.652	29.375	54.524	44.02	84.885	12.507	46.294	30.526	82.812	52.04	55.312	89.57	47.325	12.225	62.528	19.02	20.156	45.093	42.736	63.078	98.463	59.976	19.943	92.335	47.943	66.615	8.047	26.029	98.736	95.53	69.539	89.71	79.565	97.884	21.137	51.586	55.785	53.724	64.58	9.075	50.386	72.268	23.251	3.407	43.521	50.82	20.857	24.631	65.742	69.934	47.097	31.931	22.89	41.582	17.054	54.923	16.458	94.416	46.0	60.426	52.252	75.57	29.349	66.173	62.306	72.023	38.728	58.051	0.258	6.183	19.382	20.639	8.773	40.137	1.648	22.204	99.107	30.951	19.744
4.764	27.532	15.384	64.832	17.417	1.087	66.604	86.129	96.888	96.022	57.723	93.778	43.063	26.279	87.422	10.268	59.27	56.506	71.444	63.359	27.152	14.328	80.396	12.815	64.215	20.014	9.113	55.668	68.464	18.149	95.7	60.306	89.035	65.556	69.458	38.38	74.296	2.493	96.003	75.332	39.65	9.99	5.229	5.278	66.092	35.224	33.127	34.08	87.558	48.946	82.039	85.585	50.205	84.23	5.573	70.371	29.963	94.192	54.197	53.745	76.078	57.841	75.426	30.336	7.817	57.829	48.569	96.284	29.095	51.652	48.158	46.877	41.547	58.71	72.453	17.401	30.365	89.638	43.846	28.051	69.226	51.474	86.51	89.931	40.727	72.449	13.309	78.51	96.959	3.584	8.751	83.303	91.208	70.789	77.702	98.155	96.243	70.757	40.599	25.164	87.232	26.749	95.055	27.123	8.083	46.182	31.05	78.277	58.821	51.004	82.3	31.269	38.604	83.912	19.935	39.358	54.072	28.754	46.278	47.262	55.949	21.829	26.305	91.481	98.161	72.299	2.259	31.459	23.213	54.555	72.96	66.693	65.151	83.144	83.478	81.672	27.184	31.721	63.132	0.483	34.857	11.523	70.215	26.0	87.661	81.968	50.33	84.742	32.055	26.233	91.924	97.826	57.105	88.083	67.38	50.854	70.272	32.662	80.927	41.166	45.394	63.651	5.667	39.568	47.447	1.91	81.202	15.466	29.454	6.614	60.583	39.274	65.714	98.896	40.761	94.027	32.514	30.142	84.22	99.343	72.584	22.327	41.15	75.163	82.774	96.181	11.304	50.158	45.78	94.436	42.576	50.265	86.228	2.097	49.397	86.48	68.996	63.367	48.184	97.886
73.425	95.785	49.375	95.796	70.85	6.111	15.993	98.004	4.929	19.641	97.204	38.279	24.287	44.867	72.014	85.596	45.238	8.795	93.023	10.009	28.709	14.734	3.058	87.661	39.931	93.982	8.561	46.092	22.087	45.615	32.754	12.847	55.815	84.447	38.887	45.318	95.323	46.227	9.294	87.803	68.827	31.288	89.521	22.999	6.141	3.107	58.417	59.409	9.464	96.6	64.924	23.63	14.745	32.509	80.147	7.027	0.503	78.839	49.369	50.006	88.542	48.072	92.807	33.901	46.778	69.772	96.216	90.445	48.169	32.16	52.817	31.857	61.784	43.43	66.617	50.753	52.102	23.762	3.796	38.444	40.857	2.428	83.648	22.57	42.117	60.838	33.483	30.647	15.725	32.057	92.893	44.74	96.858	40.009	41.993	24.328	50.162	37.543	45.499	39.351	65.778	81.471	49.922	73.513	61.539	64.85	44.711	29.069	80.732	12.042	99.812	88.695	78.019	30.428	21.906	67.428	67.474	4.208	29.51	18.266	66.169	10.291	33.14	38.699	4.322	34.081	20.911	62.238	88.758	63.819	92.227	8.993	0.277	46.144	52.622	12.377	77.497	92.678	81.36	35.221	89.833	37.684	10.047	37.912	30.497	60.233	5.296	63.576	66.764	0.8	31.419	60.939	69.199	21.871	80.112	74.146	4.152	84.869	93.297	90.668	14.559	41.593	72.561	53.337	32.908	67.378	64.025	10.662	67.232	95.296	31.03	0.707	76.067	45.994	78.691	38.194	1.54	86.113	74.122	1.881	61.116	89.776	14.093	99.873	7.974	22.214	27.877	24.179	57.618	12.41	67.218	92.679	44.01	32.454	27.65	16.583	12.404	55.369	65.77	24.536
77.991	20.257	25.657	20.715	79.594	93.874	64.236	53.587	35.854	81.139	70.206	24.43	67.714	3.561	4.041	70.284	85.455	34.232	47.631	14.697	51.173	50.733	41.264	91.453	18.263	43.243	2.944	11.383	18.37	94.096	70.473	60.47	13.197	27.187	80.215	88.602	53.695	10.865	98.166	72.685	92.353	86.339	48.708	15.248	75.679	85.135	44.345	70.235	3.405	93.745	5.77	71.381	78.584	21.396	75.735	75.393	88.434	27.718	72.515	22.068	49.665	71.105	99.168	56.585	23.957	45.7	23.286	55.362	59.403	85.176	68.649	46.223	41.915	24.866	14.939	16.026	46.949	30.308	84.601	54.49	66.397	19.886	6.952	91.659	48.058	32.02	88.837	48.217	25.851	13.214	88.371	32.867	37.773	32.296	83.747	88.998	25.559	58.304	52.621	14.103	85.133	74.722	29.225	49.679	90.134	41.15	86.182	66.837	42.155	55.014	95.856	53.36	10.815	10.518	62.163	41.684	14.373	99.823	77.874	4.061	57.314	52.297	54.771	81.132	85.191	61.707	94.402	3.175	38.983	8.317	15.71	9.515	91.308	43.159	32.506	70.868	25.076	65.061	78.504	71.867	71.5	87.592	10.558	16.55	58.859	62.64	81.788	78.303	36.007	0.158	65.433	27.57	25.343	99.433	27.545	35.56	28.801	86.298	92.065	70.272	57.401	32.772	15.346	72.345	79.99	20.918	88.858	22.542	90.032	1.072	18.575	90.131	70.64	86.071	87.486	82.005	97.548	17.797	93.672	96.032	57.264	40.044	70.583	19.002	73.438	12.641	38.407	99.416	28.252	5.741	5.852	68.487	37.681	20.328	40.196	78.872	89.51	91.244	50.097	79.986
81.271	42.415	80.483	51.198	1.564	80.458	1.701	69.762	82.725	32.491	86.191	99.029	15.406	56.706	5.062	44.321	56.327	80.156	44.272	38.755	79.34	47.197	35.504	89.407	16.892	94.183	20.361	35.375	14.093	1.225	18.182	43.619	70.797	10.244	47.551	95.915	78.467	40.019	59.484	0.794	68.062	73.592	76.316	98.062	72.781	41.108	94.469	10.296	75.225	72.089	1.577	35.644	52.382	45.109	78.826	69.354	53.807	19.982	7.946	87.607	48.491	97.832	78.9	26.588	54.099	17.793	99.154	42.127	18.636	65.569	38.276	40.86	59.059	38.746	2.678	32.49	73.95	86.485	24.457	64.601	38.085	17.089	65.589	66.387	55.602	45.984	84.131	45.734	95.409	38.726	82.627	55.272	57.61	88.952	60.566	67.365	22.906	59.538	22.534	75.402	18.323	6.752	51.621	69.352	92.056	1.79	43.638	17.227	27.821	61.884	11.921	20.909	44.852	3.999	14.728	4.746	23.503	38.177	27.68	38.384	68.392	24.685	82.217	91.49	71.138	29.422	17.706	67.349	62.942	25.357	49.619	64.75	53.63	4.33	39.107	73.139	38.228	83.153	60.352	14.72	14.771	10.695	1.195	8.993	97.718	8.52	99.883	50.164	30.251	6.676	16.123	55.923	95.665	68.307	58.229	67.277	3.176	32.07	39.756	53.461	76.682	39.687	18.834	3.352	6.38	57.466	81.308	65.421	32.596	45.278	64.834	31.92	18.782	74.187	85.238	49.821	36.375	44.869	18.723	80.987	28.051	12.892	13.942	27.092	37.86	84.127	56.447	81.013	96.865	3.742	84.748	65.741	31.099	25.689	61.926	74.276	15.005	16.012	39.724	29.574
28.027	13.021	13.029	42.255	84.562	40.046	51.826	55.654	98.27	42.438	15.022	32.687	10.527	99.438	95.892	57.111	59.83	43.677	22.492	92.918	94.018	6.343	38.003	69.946	30.425	94.405	15.771	41.204	50.417	97.791	21.725	87.994	74.237	19.069	22.873	32.603	99.683	15.904	54.749	55.147	3.857	47.46	2.967	1.086	1.102	19.918	24.442	9.017	22.159	33.4	32.384	84.519	29.744	42.871	95.822	95.151	13.901	58.92	59.197	64.153	16.891	30.881	70.488	95.95	21.801	74.346	17.364	75.263	1.701	27.881	9.995	43.441	66.854	49.662	16.479	70.577	66.373	93.709	52.215	10.023	97.66	37.555	48.114	43.13	52.081	68.449	74.181	96.34	78.535	73.52	74.798	40.197	77.944	20.907	79.944	60.431	51.15	63.425	92.626	24.93	10.292	44.115	16.946	57.266	29.492	33.929	83.528	67.347	54.494	85.75	49.432	82.853	12.883	46.132	98.205	71.321	66.623	26.364	42.415	42.012	26.847	97.853	35.75	69.193	7.213	43.319	34.715	83.988	26.578	64.937	10.976	40.664	84.377	23.301	4.567	75.035	22.776	56.963	25.452	37.599	58.555	11.324	56.352	2.101	14.619	87.756	83.284	21.388	6.151	9.102	81.919	26.769	39.636	86.091	17.63	44.498	64.332	60.679	75.056	33.59	75.246	96.984	18.99	32.868	4.252	88.223	2.601	41.943	51.731	48.945	81.27	50.778	4.957	65.847	60.714	75.57	61.399	87.604	6.645	54.83	25.258	44.38	69.829	8.923	73.72	1.088	35.228	68.696	95.815	64.95	86.8	34.465	91.186	87.544	90.57	35.257	78.715	24.29	37.755	20.065
5.662	40.191	56.998	27.789	66.794	79.647	0.177	50.625	40.005	50.311	29.814	26.822	19.981	6.184	87.722	73.087	84.702	53.54	4.367	94.32	60.932	44.775	16.294	88.951	64.302	69.885	95.011	1.831	77.201	3.074	54.896	63.454	93.404	12.818	99.969	94.223	2.231	97.754	89.764	45.54	6.969	67.88	53.12	95.683	72.431	50.802	55.303	17.777	74.716	66.147	28.719	89.575	82.588	77.766	10.345	20.343	34.38	2.974	90.065	28.847	86.902	30.84	63.241	18.236	3.58	77.399	98.147	58.578	17.885	84.686	74.301	5.843	55.077	52.597	21.258	57.352	20.418	77.864	89.098	68.007	65.183	62.772	11.619	29.058	23.204	47.79	81.159	41.74	70.085	16.89	40.012	1.794	94.902	22.087	7.547	47.712	89.85	74.627	4.444	15.482	57.199	54.227	5.858	85.665	4.877	94.932	53.855	4.86	52.082	16.368	86.144	12.887	94.568	82.599	92.884	9.484	85.592	87.252	96.282	49.894	72.971	83.227	58.72	67.365	95.307	98.077	64.304	82.453	81.168	1.97	86.037	73.915	13.825	24.224	46.193	54.089	21.177	46.459	1.039	12.805	25.522	35.726	32.681	68.221	41.128	19.3	10.629	90.405	38.839	44.379	93.545	44.054	6.478	10.513	77.717	30.428	21.368	10.374	62.927	95.395	17.035	65.337	98.682	10.435	70.004	96.358	94.194	26.498	54.554	27.761	24.004	46.819	13.427	81.79	37.846	64.105	70.672	85.186	88.082	59.936	69.182	75.509	20.999	69.821	49.945	64.613	39.254	76.0	2.614	89.382	31.944	1.944	7.756	55.737	86.033	47.396	59.939	60.943	38.314	20.917
7.856	61.338	0.576	98.046	72.7	37.894	92.36	57.526	9.31	0.374	45.403	25.479	55.888	62.373	1.863	87.987	77.604	14.143	14.375	16.219	46.982	17.871	70.192	85.065	19.686	50.934	3.958	56.172	58.181	26.7	34.02	39.369	27.704	29.525	55.781	42.613	39.091	10.884	52.22	69.956	41.211	6.944	36.496	29.438	72.134	54.381	24.462	68.388	62.593	0.88	45.977	62.318	47.942	29.522	43.006	45.387	85.493	42.115	69.855	85.384	93.002	75.549	6.231	74.217	21.0	57.392	17.408	26.1	46.823	42.156	47.396	49.953	31.354	8.102	10.829	89.951	10.884	35.909	57.169	8.752	5.952	35.17	16.884	21.595	16.628	32.456	3.41	76.296	39.407	85.542	36.966	14.115	84.777	42.392	76.759	39.513	96.426	20.664	96.579	73.017	73.224	43.69	15.516	60.755	73.281	32.336	0.253	66.606	35.768	18.581	88.345	78.544	90.634	16.34	42.909	19.388	38.968	57.772	38.307	64.034	77.474	79.219	93.699	30.14	9.364	19.897	16.751	27.346	30.953	78.623	93.315	21.275	8.354	59.088	60.559	92.884	61.857	22.579	30.809	51.168	56.965	58.556	91.284	87.813	60.501	78.107	90.921	46.049	57.811	33.08	39.677	12.8	42.811	64.55	87.939	33.142	86.479	88.285	24.131	89.189	61.341	32.025	27.1	81.657	49.633	49.603	36.547	1.737	91.015	50.369	59.555	83.297	32.076	98.813	14.15	81.043	24.338	58.99	21.912	28.912	80.057	81.039	0.76	94.839	35.86	52.996	76.368	62.942	93.079	70.115	26.042	42.25	0.645	6.003	92.449	22.293	21.474	5.182	56.239	70.186
